title,genres,rating
Universal Soldier: Regeneration (2009),Action|Drama|Sci-Fi|Thriller,3.5
I Hate Valentine's Day (2009),Comedy|Romance,5
Lupin III: First Contact (Rupan Sansei: Faasuto Kontakuto) (2002),Action|Animation|Comedy|Crime|Drama|Mystery|Romance|Thriller,4
Air Doll (Kûki ningyô) (2009),Drama,4
Micmacs (Micmacs à tire-larigot) (2009),Comedy|Crime,0.5
Clash of the Titans (2010),Action|Adventure|Drama|Fantasy,3.5
Growth (2009),Sci-Fi|Thriller,2
Defendor (2009),Comedy|Crime|Drama,4
Glorious 39 (2009),Drama|Romance|Thriller|War,5
Kick-Ass (2010),Action|Comedy,4
Varg Veum - Bitter Flowers (Varg Veum - Bitre Blomster) (2007),Crime|Drama|Thriller,3.5
Varg Veum - Fallen Angels (Varg Veum - Falne Engler) (2008),Crime|Drama|Thriller,3
Five Minutes of Heaven (2009),Crime|Drama|Thriller,4
Date Night (2010),Action|Comedy|Romance,3.5
"Brink's Job, The (1978)",Comedy|Crime|Drama,2.5
After.Life (2009),Drama|Horror|Thriller,2
Steam of Life (Miesten vuoro) (2010),Documentary,2
"Final, The (2010)",Drama|Horror|Thriller,4
Peacock (2010),Thriller,4
"Runaways, The (2010)",Drama|Musical,5
Carne (1991),Drama|Thriller,4
Rembrandt's J'accuse (2008),Documentary|Mystery,4
It! The Terror from Beyond Space (1958),Horror|Sci-Fi|Thriller,5
Angel of Death (2009),Action|Crime|Thriller,4
"Ascent of Money, The (2008)",Documentary,4
Death at a Funeral (2010),Comedy,5
Valhalla Rising (2009),Action|Drama|War,3.5
Diary of a Wimpy Kid (2010),Children|Comedy,3.5
Skin (2008),Drama|Mystery,5
Out of the Fog (1941),Crime|Drama|Film-Noir,3
"Caddy, The (1953)",Comedy|Musical,5
I Am Love (Io sono l'amore) (2009),Drama|Romance,4
Disgrace (2008),Drama,3.5
Aria (1987),Comedy|Drama,3.5
"Silent Partner, The (1978)",Crime|Drama|Thriller,4
Dogtooth (Kynodontas) (2009),Drama,4
Red Riding: 1974 (2009),Crime|Drama|Mystery|Thriller,4.5
Red Riding: 1980 (2009),Crime|Drama|Mystery,3
Glory to the Filmmaker! (Kantoku · Banzai!) (2007),Comedy|Drama,4.5
Achilles and the Tortoise (Akiresu to kame) (2008),Comedy,3
Red Riding: 1983 (2009),Crime|Drama|Mystery,2
"Losers, The (2010)",Action|Adventure|Drama|Mystery|Thriller,0.5
"Last Song, The (2010)",Drama|Romance,4
Chained Heat (1983),Action|Crime|Drama|Thriller,3.5
Cyrus (2010),Comedy|Drama|Romance,3.5
"Human Centipede, The (First Sequence) (2009)",Horror,2
Ben (1972),Horror|Thriller,2
Exit Through the Gift Shop (2010),Comedy|Documentary,3.5
Night Must Fall (1937),Thriller,4.5
Night Train to Munich (1941),Film-Noir|Thriller|War,2
Solomon Kane (2009),Action|Adventure|Fantasy|Horror,4.5
Blood and Sand (1941),Drama,3.5
Iron Man 2 (2010),Action|Adventure|Sci-Fi|Thriller|IMAX,3.5
Lebanon (2009),Drama|War,3
Johnny Angel (1945),Crime|Drama|Film-Noir,4.5
Cosmos (1980),Documentary,5
Marmaduke (2010),Comedy,1
MacGruber (2010),Action|Comedy,4
Three (a.k.a. 3 Extremes II) (Saam gaang) (2002),Horror|Mystery,5
Three Men and a Cradle (3 hommes et un couffin) (1985),Comedy,4
Vengeance (Fuk sau) (2009),Action|Crime|Thriller,3.5
Getting Any? (Minnâ-yatteruka!) (1994),Comedy,1
Virtuality (2009),Drama|Sci-Fi|Thriller,2
Tora-san Our Lovable Tramp (Otoko wa tsurai yo) (1969),Comedy|Drama|Romance,3
"Good Heart, The (2009)",Drama,4.5
Cargo (2009),Sci-Fi,3
"Nightmare on Elm Street, A (2010)",Fantasy|Horror|Thriller,4
Four Lions (2010),Comedy|Drama,4
Diary of a Nymphomaniac (Diario de una Ninfómana) (2008),Drama,2
"Fine, Totally Fine (Zenzen Daijobu) (2008)",Comedy,5
You Don't Know Jack (2010),Drama,4.5
"Disappearance of Alice Creed, The (2009)",Thriller,4
12 Angry Men (1997),Crime|Drama,4.5
Robin Hood (2010),Action|Adventure|Drama|Romance|War,5
Merantau (2009),Action|Drama,4.5
In a Dark Place (2006),Horror|Mystery|Thriller,5
Rancho Notorious (1952),Drama|Western,5
"Dirty Carnival, A (Biyeolhan geori) (2006)",Action|Crime|Thriller,4
Halo Legends (2010),Action|Animation|Sci-Fi,4.5
Dread (2009),Horror,4.5
Cemetery Junction (2010),Comedy|Drama|Romance,3
Blue Valentine (2010),Drama|Romance,5
Killers (2010),Action|Comedy,3.5
Buried (2010),Mystery|Thriller,4.5
Prince of Persia: The Sands of Time (2010),Action|Adventure|Fantasy|Romance|IMAX,4.5
Please Give (2010),Comedy|Drama,3
True Legend (Su Qi-Er) (2010),Action|Drama,3
Ricky Gervais Live: Animals (2003),Comedy,4
Ricky Gervais Live 2: Politics (2004),Comedy,3
Sex and the City 2 (2010),Comedy|Drama|Romance,3.5
Get Him to the Greek (2010),Comedy,5
Unthinkable (2010),Drama|Thriller,5
Betrayal (1983),Drama|Thriller,2.5
Romeo and Juliet (1936),Drama|Romance,5
"Drawn Together Movie: The Movie!, The (2010)",Animation|Comedy,4.5
"Back-up Plan, The (2010)",Comedy|Romance,5
Splice (2009),Horror|Sci-Fi|Thriller,4.5
"Tale of Winter, A (a.k.a. A Winter's Tale) (Conte d'hiver) (1992)",Drama,3.5
"Knack ...and How to Get It, The (1965)",Comedy,3.5
Letters to Juliet (2010),Drama|Romance,3.5
"41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It, The (2010)",Comedy,5
Exam (2009),Mystery|Thriller,5
Blood Wedding (Bodas de sangre) (1981),Drama|Musical|Romance,4
"House on Telegraph Hill, The (1951)",Drama|Film-Noir|Mystery|Thriller,5
How About You... (2007),Comedy|Drama,4.5
Edge of the City (1957),Drama|Film-Noir,4.5
Jonah Hex (2010),Action|Drama|Thriller|Western,4.5
"A-Team, The (2010)",Action|Comedy|Thriller,4
Gigot (1962),Comedy,4
Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX,4.5
Joan Rivers: A Piece of Work (2010),Documentary,4.5
"East Side, West Side (1949)",Crime|Drama|Romance,5
Ricky Gervais Live 3: Fame (2007),Comedy,5
Winter's Bone (2010),Drama|Thriller,5
Tell-Tale (2009),Drama|Horror|Sci-Fi|Thriller,4.5
Mandingo (1975),Action|Romance,4.5
Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX,5
"Killer Inside Me, The (2010)",Crime|Drama|Thriller|Western,5
TiMER (2009),Comedy|Drama|Fantasy|Romance,4
"Woman of Affairs, A (1928)",Drama,4.5
24: Redemption (2008),Action|Adventure|Crime|Drama|Thriller,4.5
Best Worst Movie (2009),Documentary,4.5
"Deal, The (2003)",Drama,4.5
"Special Relationship, The (2010)",Drama,4
Three Comrades (1938),Drama,4
"Twilight Saga: Eclipse, The (2010)",Fantasy|Romance|Thriller|IMAX,4.5
Solitary Man (2009),Comedy|Drama,4.5
Bluebeard (Barbe Bleue) (2009),Fantasy,4.5
"Betrayal, The (Nerakhoon) (2008)",Documentary,4
"Last Airbender, The (2010)",Action|Adventure|Fantasy,4.5
State of Siege (État de siège) (1972),Drama|Thriller,3.5
Whirlpool (1949),Crime|Drama|Film-Noir|Mystery,4.5
Culloden (The Battle of Culloden) (1964),Documentary|Drama|War,5
"Island of Dr. Moreau, The (1977)",Adventure|Fantasy|Horror|Romance|Sci-Fi|Thriller,4
"Cousins, The (Cousins, Les) (1959)",Drama|Romance,5
Gumshoe (1971),Comedy|Crime|Drama|Mystery,4
South Park: Imaginationland (2008),Animation|Comedy|Fantasy,4.5
Predators (2010),Action|Sci-Fi|Thriller,4
Despicable Me (2010),Animation|Children|Comedy|Crime,4
Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,3.5
Grown Ups (2010),Comedy,4.5
"Sorcerer's Apprentice, The (2010)",Action|Adventure|Children|Comedy|Fantasy,4
Knight and Day (2010),Action|Comedy|Romance,5
Nightwatching (2007),Drama|Mystery,4.5
"Karate Kid, The (2010)",Action|Children|Drama,4
"Kids Are All Right, The (2010)",Comedy|Drama,4.5
"Serbian Film, A (Srpski film) (2010)",Horror|Thriller,4.5
Batman: Under the Red Hood (2010),Action|Animation,4
Salt (2010),Action|Thriller,5
Winnebago Man (2009),Comedy|Documentary,4.5
Crime of Passion (1958),Crime|Drama|Film-Noir,4
Mr. Nobody (2009),Drama|Fantasy|Romance|Sci-Fi,4
Play Dirty (1969),Action|Adventure|Drama|War,4
George Washington Slept Here (1942),Comedy,4
Dinner for Schmucks (2010),Comedy,4
Mid-August Lunch (Pranzo di ferragosto) (2008),Comedy|Drama,4
"Olivier, Olivier (1992)",Drama,4
Taking Off (1971),Comedy|Drama,4
Restless (Uro) (2006),Action|Crime|Thriller,4
"Bugs Bunny / Road Runner Movie, The (a.k.a. The Great American Chase) (1979)",Animation|Children|Comedy,4.5
Here and There (Tamo i ovde) (2009),Comedy|Drama,4.5
Ip Man 2 (2010),Action,3.5
"Rebound, The (2009)",Comedy|Romance,4
"Other Guys, The (2010)",Action|Comedy,4.5
"Lineup, The (1958)",Crime|Drama|Film-Noir,4
She-Wolf of London (1946),Action|Drama|Horror|Mystery,4
"Kautokeino Rebellion, The (Kautokeino-opprøret) (2008)",Drama,4
Dreamboat (1952),Comedy,4
Triage (2009),Drama|War,3.5
"Two Escobars, The (2010)",Crime|Documentary,4
"Expendables, The (2010)",Action|Adventure|Thriller,5
Scott Pilgrim vs. the World (2010),Action|Comedy|Fantasy|Musical|Romance,3
Svengali (1931),Drama|Horror,4
Animal Kingdom (2010),Crime|Drama,4
Centurion (2010),Action|Adventure|Drama|Thriller|War,4
Life During Wartime (2009),Comedy|Drama,4.5
Cluny Brown (1946),Comedy|Romance,4
Captain Conan (Capitaine Conan) (1996),Drama|War,4.5
Easy Living (1937),Comedy|Romance,3
"Experiment, The (2010)",Drama|Thriller,4
Black Water (2007),Adventure|Drama|Horror|Thriller,4
Heartless (2009),Fantasy|Horror|Mystery|Thriller,4
Piranha (Piranha 3D) (2010),Action|Horror|Thriller,4.5
Get Low (2009),Comedy|Drama|Mystery,4.5
Terribly Happy (Frygtelig lykkelig) (2008),Crime|Drama|Film-Noir|Thriller,4
"Eclipse, The (2009)",Drama|Horror|Thriller,4
"Joneses, The (2009)",Comedy|Drama,4
"Girl on the Train, The (La fille du RER) (2009)",Drama,4
"Wild Grass (Herbes folles, Les) (2009)",Drama|Romance,5
Tekken (2010),Action|Sci-Fi,4
Don Quixote (2000),Adventure|Comedy|Drama|Romance,4.5
Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese) (1989),Action|Adventure|Animation|Fantasy|Sci-Fi,4
"Last Exorcism, The (2010)",Horror|Thriller,3.5
"Dance, Girl, Dance (1940)",Comedy|Drama,4.5
"American, The (2010)",Drama|Thriller,5
Jackass 2.5 (2007),Comedy|Documentary,4
"Trials of Oscar Wilde, The (1960)",Drama,4
"Switch, The (2010)",Comedy|Romance,4
GasLand (2010),Documentary,5
Machete (2010),Action|Adventure|Comedy|Crime|Thriller,4
Step Up 3D (2010),Drama|Romance,4.5
Going the Distance (2010),Comedy|Romance,4.5
Pride of the Marines (1945),Drama|War,4
Bill Bailey: Tinselworm (2008),Comedy|Documentary,3
"Street with No Name, The (1948)",Crime|Drama|Film-Noir|Thriller,4.5
Abandoned (2010),Drama|Mystery|Thriller,4.5
Still Bill (2009),Documentary,4.5
Arch of Triumph (1948),Drama|Romance|War,4
Vampires Suck (2010),Comedy,4
Resident Evil: Afterlife (2010),Action|Horror|Sci-Fi|Thriller|IMAX,5
Symbol (Shinboru) (2009),Comedy|Fantasy,3.5
22 Bullets (L'immortel) (2010),Action|Crime|Thriller,4
"Social Network, The (2010)",Drama,4.5
"Town, The (2010)",Crime|Drama|Thriller,4.5
Easy A (2010),Comedy|Romance,4
Eat Pray Love (2010),Drama|Romance,3.5
I'm Still Here (2010),Comedy|Drama,4.5
Wall Street: Money Never Sleeps (2010),Drama,3
Legend of the Guardians: The Owls of Ga'Hoole (2010),Adventure|Animation|Fantasy|IMAX,4.5
Broadway Melody of 1936 (1935),Musical|Romance,4.5
"Missing Person, The (2009)",Drama|Film-Noir|Mystery,4.5
"Classe Tous Risques (Big Risk, The) (1960)",Crime|Drama|Film-Noir|Romance|Thriller,4
It's Kind of a Funny Story (2010),Comedy|Drama,4.5
Middle Men (2009),Comedy|Crime|Drama,4
"Poughkeepsie Tapes, The (2007)",Horror|Mystery|Thriller,3.5
Alice in Wonderland (1933),Adventure|Children|Fantasy,4.5
Saint John of Las Vegas (2009),Comedy|Drama,4.5
Tamara Drewe (2010),Comedy|Drama|Romance,4.5
Every Day (2010),Comedy|Drama,5
My Girlfriend's Boyfriend (2010),Comedy|Romance,4
Let Me In (2010),Drama|Horror|Mystery,4
Secretariat (2010),Adventure|Drama,4.5
Devil (2010),Horror|Mystery|Thriller,4.5
You Again (2010),Comedy,4.5
Life as We Know It (2010),Comedy|Romance,4
Catfish (2010),Documentary|Mystery,3.5
You Will Meet a Tall Dark Stranger (2010),Comedy|Romance,4
Stone (2010),Drama|Thriller,4.5
Inside Job (2010),Documentary,4
Monsters (2010),Drama|Sci-Fi,3
Conviction (2010),Drama,4
Merrily We Live (1938),Comedy|Romance,4
Never Let Me Go (2010),Drama|Romance|Sci-Fi,4
"Illusionist, The (L'illusionniste) (2010)",Animation,3
Lost Boys: The Thirst (2010),Horror|Thriller,4.5
Tales from the Script (2009),Documentary,4
Rubber (2010),Action|Adventure|Comedy|Crime|Drama|Film-Noir|Horror|Mystery|Thriller|Western,4.5
6 Souls (Shelter) (2010),Horror|Mystery|Thriller,3
Jackass 3D (2010),Action|Comedy|Documentary,4
Restrepo (2010),Documentary|War,2
"Hole, The (2009)",Horror|Thriller,4.5
30 Days of Night: Dark Days (2010),Horror|Thriller,3.5
Waiting for 'Superman' (2010),Documentary,5
Perrier's Bounty (2009),Action|Comedy|Crime|Drama,3.5
Suzy (1936),Drama,4
Red (2010),Action|Comedy,4
"Actress, The (1953)",Comedy|Drama,4
In a Better World (Hævnen) (2010),Drama,4.5
My Soul to Take (2010),Horror|Thriller,4
South of the Border (2009),Documentary,4.5
Heartbreaker (L'Arnacoeur) (2010),Comedy|Romance,3.5
Of Gods and Men (Des hommes et des dieux) (2010),Drama,3.5
Paranormal Activity 2 (2010),Horror|IMAX,4.5
Tenderness (2009),Crime|Drama|Thriller,4
Hereafter (2010),Drama|Fantasy,4
Black Death (2010),Adventure|Drama|Horror|Mystery,4
Saw VII 3D - The Final Chapter (2010),Horror|Mystery|Thriller,4
Due Date (2010),Comedy,2.5
Vacation from Marriage (1945),Drama|Romance,5
127 Hours (2010),Adventure|Drama|Thriller,4
Megamind (2010),Action|Animation|Children|Comedy|Sci-Fi|IMAX,4
Black Swan (2010),Drama|Thriller,4
Fair Game (2010),Drama|Thriller,4
Flamingo Road (1949),Drama|Romance,4
Ten Minutes Older: The Cello (2002),Drama|Musical|Romance|Sci-Fi,4.5
I Shot Jesse James (1949),Drama|Romance|Western,4.5
How I Ended This Summer (Kak ya provyol etim letom) (2010),Drama,4.5
"Pillars of the Earth, The (2010)",Drama|Romance|Thriller,4.5
Uncle Boonmee Who Can Recall His Past Lives (Loong Boonmee raleuk chat) (2010),Drama|Fantasy,3.5
Unstoppable (2010),Action|Drama|Thriller,5
Morning Glory (2010),Comedy|Drama|Romance,3
Certified Copy (Copie conforme) (2010),Drama,3
"Next Three Days, The (2010)",Crime|Drama|Romance|Thriller,1
Somewhere (2010),Drama,4
Wild Target (2010),Comedy|Drama|Romance|Thriller,4
Carlos (2010),Crime|Drama|Thriller,3
Biutiful (2010),Drama,4
Harry Potter and the Deathly Hallows: Part 1 (2010),Action|Adventure|Fantasy|IMAX,4
"King's Speech, The (2010)",Drama,4
Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,3
"Art of the Steal, The (2009)",Documentary,4
"Fighter, The (2010)",Drama,3
"Romantics, The (2010)",Comedy|Drama|Romance,3
"Extra Man, The (2010)",Comedy,5
"Tillman Story, The (2010)",Documentary,3
"Loved Ones, The (2009)",Horror,4
Casino Jack (2010),Comedy|Crime,4
Farewell (L'affaire Farewell) (2009),Thriller,4
London Boulevard (2010),Crime|Romance,3
Skyline (2010),Sci-Fi|Thriller,4
"Verdict, The (1946)",Crime|Drama|Film-Noir|Mystery|Thriller,4
Not Forgotten (2009),Thriller,3
"Brotherhood, The (1968)",Crime|Drama,4
Beastly (2011),Drama|Fantasy|Romance,4
Love and Other Drugs (2010),Comedy|Drama|Romance,3
"Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)",Adventure|Children|Fantasy,4
"Tourist, The (2010)",Drama|Thriller,3
13 (2010),Thriller,3
"Beau Serge, Le (1958)",Drama,4
Rammbock (2010),Drama|Horror,2
All Good Things (2010),Drama|Mystery|Thriller,3
Night Catches Us (2010),Drama|Romance,2
"Tomorrow, When the War Began (2010)",Action|Adventure|Drama,3
True Grit (2010),Western,1
Tron: Legacy (2010),Action|Adventure|Sci-Fi|IMAX,2
Another Year (2010),Drama,5
How Do You Know (2010),Comedy|Drama|Romance,5
Barney's Version (2010),Drama,3
"Company Men, The (2010)",Drama,4
"Last of the Mohicans, The (1936)",Adventure|Drama|War,3
Riffraff (1936),Crime|Drama,3
Mother and Child (2009),Drama|Romance,1
"Catered Affair, The (1956)",Comedy|Drama|Romance,4
Titanic Town (1998),Drama,3
I Saw the Devil (Akmareul boatda) (2010),Crime|Thriller,3
Faster (2010),Action|Crime|Drama,3
Rabbit Hole (2010),Drama,2
Elena and Her Men (Paris Does Strange Things) (Elena et les hommes) (1956),Comedy|Drama|Romance,3
Little Fockers (2010),Comedy,4
Gulliver's Travels (2010),Adventure|Comedy|Fantasy,3
"Tiger's Tail, The (2006)",Comedy|Crime|Drama|Mystery|Thriller,2
White Material (2009),Drama|Mystery|Thriller|War,3
And Soon the Darkness (2010),Horror|Thriller,3
Burlesque (2010),Drama|Musical|Romance,5
"Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010)",Animation|Children|Fantasy,3
Tucker & Dale vs Evil (2010),Comedy|Horror,3
Yogi Bear (2010),Children|Comedy,3
Funky Forest: The First Contact (2005),Comedy,5
Breathless (Ddongpari) (2009),Crime|Drama,4
Merrill's Marauders (1962),Adventure|Drama|War,3
"Pixar Story, The (2007)",Documentary,2
Trouble in Mind (1985),Crime|Drama,3
Made in Dagenham (2010),Comedy|Drama,3
Last Night (2010),Drama|Romance,4
"Green Hornet, The (2011)",Action|Comedy|Crime|Fantasy|Thriller|IMAX,3
"Way Back, The (2010)",Drama,3
"Warrior's Way, The (2010)",Action|Fantasy|Western,5
Handsome Harry (2009),Crime|Drama,3
Ong-Bak 3: The Final Battle (Ong Bak 3) (2010),Action,4
Season of the Witch (2011),Adventure|Drama|Fantasy,5
Ricky Gervais Live 4: Science (2010),Comedy,5
Outrage (Autoreiji) (2010),Crime|Drama,5
"Two of Us, The (Le vieil homme et l'enfant) (1967)",Comedy|Drama,5
"Léon Morin, Priest (Léon Morin, prêtre) (1961)",Drama,4
"Spy in Black, The (1939)",Thriller|War,3
Cowboys & Aliens (2011),Action|Sci-Fi|Thriller|Western|IMAX,3
Trog (1970),Horror|Sci-Fi,4
Cracks (2009),Drama|Romance|Thriller,3
Day & Night (2010),Animation|Children,5
"Dilemma, The (2011)",Comedy|Drama,1
"Gorgeous Hussy, The (1936)",Drama,3
"Trip, The (2010)",Comedy|Drama,3
Walt & El Grupo (2008),Documentary,3
Poetry (Shi) (2010),Drama,3
History Is Made at Night (1937),Drama|Romance,4
"Housemaid, The (Hanyo) (2010)",Thriller,2
"Prowler, The (1951)",Drama|Film-Noir|Thriller,4
Limitless (2011),Sci-Fi|Thriller,4
Happy People: A Year in the Taiga (2010),Documentary,4
Wishful Drinking (2010),Documentary,4
Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha) (2009),Action|Animation|Drama|Sci-Fi,3
I Spit on Your Grave (2010),Crime|Horror|Thriller,3
"Girl by the Lake, The (La ragazza del lago) (2007)",Drama|Mystery|Thriller,4
Even the Rain (También la lluvia) (2010),Drama,3
Zeitgeist: Moving Forward (2011),Documentary,1
Trial (1955),Drama,2
Home Alone 4 (2002),Children|Comedy|Crime,5
No Strings Attached (2011),Comedy|Romance,2
Boogie Woogie (2009),Comedy|Drama,2
"Lincoln Lawyer, The (2011)",Crime|Drama|Thriller,5
"Rite, The (2011)",Drama|Horror|Thriller,4
Dog Pound (2010),Drama,5
All-Star Superman (2011),Action|Adventure|Animation|Sci-Fi,4
Hadewijch (2009),Drama,4
From Prada to Nada (2011),Comedy|Romance,4
Unknown (2011),Drama|Mystery|Thriller,2
Sanctum (2011),Action|Adventure|Drama|Thriller|IMAX,3
Cedar Rapids (2011),Comedy,3
Gnomeo & Juliet (2011),Adventure|Animation|Children|Comedy|Fantasy|Romance,5
Elizabeth I (2005),Drama,3
Burke and Hare (2010),Comedy|Thriller,3
Castaway on the Moon (Kimssi pyoryugi) (2009),Comedy|Drama|Romance,3
Army of Crime (L'armée du crime) (2009),Drama|Thriller|War,4
Vanishing on 7th Street (2010),Horror|Mystery|Thriller,2
Paul (2011),Adventure|Comedy|Sci-Fi,4
Inspector Bellamy (Bellamy) (2009),Crime|Drama,3
Hideaway (2009),Drama,2
Brother 2 (Brat 2) (2000),Crime|Drama,3
Adrift in Tokyo (Tenten) (2007),Comedy|Drama,4
At Long Last Love (1975),Comedy|Musical|Romance,4
"Infidel, The (2010)",Comedy,4
Run of the Arrow (1957),Western,4
Drive Angry (2011),Action|Fantasy|Thriller,3
Rango (2011),Action|Adventure|Animation|Children|Comedy|Western,4
Take Me Home Tonight (2011),Comedy|Drama,4
"Adjustment Bureau, The (2011)",Romance|Sci-Fi|Thriller,3
"Tempest, The (2010)",Comedy|Drama|Fantasy|Romance,4
Italianamerican (1974),Documentary,5
Happythankyoumoreplease (2010),Comedy|Drama,3
Background to Danger (1943),Drama|Thriller|War,3
Cropsey (2009),Documentary|Horror,4
"Mechanic, The (2011)",Action|Drama|Thriller,5
Hall Pass (2011),Comedy,3
"Eagle, The (2011)",Adventure|Drama,5
I Am Number Four (2011),Action|Sci-Fi|Thriller|IMAX,3
Battle: Los Angeles (2011),Action|Sci-Fi|War,4
Summer Wars (Samâ wôzu) (2009),Adventure|Animation|Comedy|Sci-Fi,4
Public Speaking (2010),Documentary,4
Norwegian Wood (Noruwei no mori) (2010),Drama|Romance,5
"Sunset Limited, The (2011)",Drama,4
Mars Needs Moms (2011),Action|Adventure|Animation|Children|Comedy|Sci-Fi|IMAX,3
Scooby-Doo! The Mystery Begins (2009),Comedy|Fantasy|Mystery,4
"City of Your Final Destination, The (2009)",Drama,5
Holy Rollers (2010),Crime|Drama,4
Closing the Ring (2007),Drama|Romance,3
Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010),Action|Crime|Drama,3
Mesrine: Public Enemy #1 (L'ennemi public n°1) (2008),Action|Crime,4
Just Go with It (2011),Comedy|Romance,1
Potiche (2010),Comedy,5
Cave of Forgotten Dreams (2010),Documentary,4
Red Riding Hood (2011),Fantasy|Horror|Mystery|Thriller,4
